Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost
104,US-2017-156867,11/13/2017,11/17/2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,"238,896",6,"0,2","-26,8758","8,99"
105,US-2017-156867,11/13/2017,11/17/2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","102,36",3,"0,2","-3,8385","6,5"
106,US-2017-156867,11/13/2017,11/17/2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","36,882",3,"0,7","-25,8174","4,99"
107,CA-2019-119004,11/23/2019,11/28/2019,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,"74,112",8,"0,2","17,6016","7,96"
108,CA-2019-119004,11/23/2019,11/28/2019,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,"27,992",1,"0,2","2,0994","1,25"
109,CA-2019-119004,11/23/2019,11/28/2019,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,"3,304",1,"0,2","1,0738","19,99"
110,CA-2017-129476,10/15/2017,10/20/2017,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,"339,96",5,"0,2","67,992","3,98"
111,CA-2019-146780,12/25/2019,12/30/2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,"41,96",2,0,"10,9096","58,2"
112,CA-2018-128867,11/3/2018,11/10/2018,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue","75,96",2,0,"22,788","3,99"
113,CA-2018-128867,11/3/2018,11/10/2018,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders","27,24",6,0,"13,3476","3,37"
114,CA-2016-115259,8/25/2016,8/27/2016,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes","40,096",14,"0,2","14,5348",4
115,CA-2016-115259,8/25/2016,8/27/2016,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","4,72",2,"0,2","1,652","8,99"
116,CA-2016-115259,8/25/2016,8/27/2016,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,"23,976",3,"0,2","7,4925","8,51"
117,CA-2016-115259,8/25/2016,8/27/2016,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","130,464",6,"0,2","44,0316","0,5"
118,CA-2017-110457,3/2/2017,3/6/2017,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,"787,53",3,0,"165,3813","0,49"
119,US-2017-136476,4/5/2017,4/10/2017,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,"157,794",1,"0,7","-115,7156","2,5"
120,CA-2018-103730,6/12/2018,6/15/2018,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,"47,04",3,0,"18,3456","1,99"
121,CA-2018-103730,6/12/2018,6/15/2018,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,"30,84",4,0,"13,878","0,99"
122,CA-2018-103730,6/12/2018,6/15/2018,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black","226,56",6,0,"63,4368","1,39"
123,CA-2018-103730,6/12/2018,6/15/2018,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,"115,02",9,0,"51,759","4,98"
124,CA-2018-103730,6/12/2018,6/15/2018,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,"68,04",7,0,"19,7316","5,31"
125,US-2016-152030,12/26/2016,12/28/2016,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,"600,558",3,"0,3","-8,5794",4
126,US-2016-134614,9/20/2016,9/25/2016,Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,"617,7",6,"0,5","-407,682","15,59"
127,US-2019-107272,11/5/2019,11/12/2019,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels","2,388",2,"0,7","-1,8308","2,4"
128,US-2019-107272,11/5/2019,11/12/2019,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black","243,992",7,"0,2","30,499","7,51"
129,US-2018-125969,11/6/2018,11/10/2018,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black","81,424",2,"0,2","-9,1602","24,49"
130,US-2018-125969,11/6/2018,11/10/2018,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,"238,56",3,0,"26,2416","2,5"
131,US-2019-164147,2/2/2019,2/5/2019,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"59,97",5,"0,4","-11,994","1,99"
132,US-2019-164147,2/2/2019,2/5/2019,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,"78,304",2,"0,2","29,364","3,68"
133,US-2019-164147,2/2/2019,2/5/2019,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,"21,456",9,"0,2","6,9732","8,73"
134,CA-2018-145583,10/13/2018,10/19/2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,"20,04",3,0,"9,6192","5,79"
135,CA-2018-145583,10/13/2018,10/19/2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,"35,44",1,0,"16,6568","0,99"
136,CA-2018-145583,10/13/2018,10/19/2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box","11,52",4,0,"3,456","46,59"
137,CA-2018-145583,10/13/2018,10/19/2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,"4,02",2,0,"1,9698","54,74"
138,CA-2018-145583,10/13/2018,10/19/2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,"76,176",3,"0,2","26,6616","3,73"
139,CA-2018-145583,10/13/2018,10/19/2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,"65,88",6,0,"18,4464",69
140,CA-2018-145583,10/13/2018,10/19/2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,"43,12",14,0,"20,6976","1,49"
141,CA-2018-110366,9/5/2018,9/7/2018,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","82,8",2,"0,2","10,35","0,7"
142,CA-2019-106180,9/18/2019,9/23/2019,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,"8,82",3,0,"2,3814","3,01"
143,CA-2019-106180,9/18/2019,9/23/2019,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,"10,86",3,0,"5,1042","1,2"
144,CA-2019-106180,9/18/2019,9/23/2019,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,"143,7",3,0,"68,976","9,92"
145,CA-2019-155376,12/22/2019,12/27/2019,Standard Class,SG-20080,Sandra Glassco,Consumer,United States,Independence,Missouri,64055,Central,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,"839,43",3,0,"218,2518","2,5"
146,CA-2017-110744,9/7/2017,9/12/2017,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,"671,93",7,0,"20,1579","19,99"
147,CA-2016-110072,10/22/2016,10/28/2016,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock","93,888",4,"0,2","12,9096","8,99"
148,CA-2018-114489,12/5/2018,12/9/2018,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,"384,45",11,0,"103,8015","7,95"
149,CA-2018-114489,12/5/2018,12/9/2018,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,"149,97",3,0,"5,9988","6,81"
150,CA-2018-114489,12/5/2018,12/9/2018,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","1951,84",8,0,"585,552","0,97"
151,CA-2018-114489,12/5/2018,12/9/2018,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,"171,55",5,0,"80,6285","5,13"
152,CA-2018-158834,3/13/2018,3/16/2018,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,"157,92",5,"0,2","17,766","57,2"
153,CA-2018-158834,3/13/2018,3/16/2018,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,"203,184",2,"0,2","15,2388",35
154,CA-2017-124919,5/31/2017,6/2/2017,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,"58,38",7,0,"26,271","2,99"
155,CA-2017-124919,5/31/2017,6/2/2017,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,"105,52",4,0,"48,5392","0,7"
156,CA-2017-124919,5/31/2017,6/2/2017,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black","80,88",6,0,"21,0288",42
157,CA-2017-118948,5/28/2017,6/3/2017,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,"6,63",3,0,"1,7901","55,81"
158,CA-2016-104269,3/1/2016,3/6/2016,Second Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,"457,568",2,"0,2","51,4764","1,82"
159,CA-2018-114104,11/20/2018,11/24/2018,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,Office Supplies,Labels,Avery 519,"14,62",2,0,"6,8714","1,09"
160,CA-2018-114104,11/20/2018,11/24/2018,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,"944,93",7,0,"236,2325","5,86"
161,CA-2018-162733,5/11/2018,5/12/2018,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,"5,98",1,0,"2,691","1,99"
162,CA-2017-119697,12/28/2017,12/31/2017,Second Class,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,"54,384",2,"0,2","1,3596","1,99"
163,CA-2018-154508,11/16/2018,11/20/2018,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220,West,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,"28,4",5,0,"13,348","5,15"
164,CA-2018-113817,11/7/2018,11/11/2018,Standard Class,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,"27,68",2,"0,2","9,688","4,86"
165,CA-2016-139892,9/8/2016,9/12/2016,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,"9,936",3,"0,2","2,7324","2,27"
166,CA-2016-139892,9/8/2016,9/12/2016,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,"8159,952",8,"0,4","-1359,992","11,52"
167,CA-2016-139892,9/8/2016,9/12/2016,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,"275,928",3,"0,2","-58,6347","3,5"
168,CA-2016-139892,9/8/2016,9/12/2016,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,"1740,06",9,"0,3","-24,858","3,99"
169,CA-2016-139892,9/8/2016,9/12/2016,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,"32,064",6,"0,2","6,8136","5,31"
170,CA-2016-139892,9/8/2016,9/12/2016,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,"177,98",5,"0,8","-453,849","0,96"
171,CA-2016-139892,9/8/2016,9/12/2016,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,"143,976",3,"0,2","8,9985","13,99"
172,CA-2016-118962,8/5/2016,8/9/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”","20,94",3,0,"9,8418","0,5"
173,CA-2016-118962,8/5/2016,8/9/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,"110,96",2,0,"53,2608","4,99"
174,CA-2016-118962,8/5/2016,8/9/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray","340,144",7,"0,2","21,259","39,61"
175,US-2016-100853,9/14/2016,9/19/2016,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,"52,448",2,"0,8","-131,12",5
176,US-2016-100853,9/14/2016,9/19/2016,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,"20,16",4,"0,2","6,552","19,99"
177,US-2019-152366,4/21/2019,4/25/2019,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","97,264",4,"0,8","-243,16","19,99"
178,US-2017-101511,11/21/2017,11/23/2017,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton","396,802",7,"0,3","-11,3372","2,15"
179,US-2017-101511,11/21/2017,11/23/2017,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,"15,88",5,"0,2","-3,7715","7,07"
180,CA-2017-137225,12/15/2017,12/19/2017,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count","3,28",1,0,"1,4104","48,8"
181,CA-2016-166191,12/5/2016,12/9/2016,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black","24,816",2,"0,2","1,8612",45
182,CA-2016-166191,12/5/2016,12/9/2016,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,"408,744",7,"0,2","76,6395","19,99"
183,CA-2016-158274,11/19/2016,11/24/2016,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,"503,96",4,0,"131,0296","5,41"
184,CA-2016-158274,11/19/2016,11/24/2016,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),"149,95",5,0,"41,986","48,8"
185,CA-2016-158274,11/19/2016,11/24/2016,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29,2,0,"7,25",45
186,CA-2018-105018,11/28/2018,12/2/2018,Standard Class,SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,"7,16",2,0,"3,4368","7,07"
